term,phrase,meaninglanguage1,meaning1,meaninglanguage2,meaning2
gutsbesitzer,"...und als ein adliger Gutsbesitzer kam, mein Papa, heiratete...",en,"(der) squire, landowner, estate owner",,
arrogant,"...nur frech, sondern auch arrogant!“ Jetzt sieht der Direktor...",uk,зарозумілий,,
vorwürfe,…sie machte sich trotzdem Vorwürfe.“,en,"reproach, accusation, blame",,
geständnis,…brauchte nur noch ein Geständnis.,en,(das) confession,,
wut,"…da kam die alte Wut zurück“, sagte ich.",en,"(die) anger, rage, temper, fury",,
verdächtiger,"…gab genügend Leute, die verdächtiger waren als sie.",en,more suspicious,,
glaubwürdig,"Gross klang eigentlich recht glaubwürdig, fand ich.",en,"credibly, believably",,
dreck,"…behandelt, als wäre ich Dreck.“",en,"(der) crap, filth, feculence, filthiness, foulness, dirt, grime, mire,",,
umso,…dann würde das Folgende umso mehr Wirkung haben.,en,more,,
weicher,Ihr Blick wurde weicher.,en,"adj. MORE + soft, fluffy, smooth; soft-hearted, submissive, merciful and gracious",,
vor allem weil er es war,"…das waren schwache Motive- vor allem, weil er es war, der mich gerufen hatte.",en,especially because it was him,,
schwache,"…Lorenzo, aber das waren schwache Motive- vos allem, weil…",en,"adj. weak, feeble, frail, poor, faint, dull,",,
jenem,"Borges war an jenem Abend wirklich tanzen gegangen,…",en,that (specific thing or time),,
eben,"Na, dann frage ich eben Oma und Opa ...“, denkt...",en,"just, simply",,
schien,"…den Kopf und Meggie schien es, als blickte er…",en,"(ich//er/sie/es) v. prät. 1. seemed, appeared to be, looked like, gave the impression of, had the appearance of;
2. shined",,
gabel,…Sache.“ Jan legte seine Gabel weg und sah mich…,en,(die) fork,,
verdächtigen,...habe ich keinen richtigen Verdächtigen mehr und auch keine...,en,"(der/die, -n) n. pl. suspects",,
handgelenk,Gleich über dem Handgelenk hat die Frau eine…,en,(das)  n. wrist,,
raubüberfall,…kurz vor 21:00 Uhr: Raubüberfall in der Bank am…,en,robbery,,
sachbearbeiter,"…und Herr Bachmann, der Sachbearbeiter.",en,"(der) consultant, advisor, specialist",,
zeugenaussagen,Es gibt zwei Zeugenaussagen zu den Tätern.,en,"n.  testimony, evidence,",,
spurensicherung,…den Kollegen von der Spurensicherung bekannt.,en,securing of evidence,,
auskunft,…kann im Moment keine Auskunft geben.,en,"(die) n. information, knowledge, intelligence, data",,
kopfverletzung,Er liegt mit einer Kopfverletzung im Krankenhaus.,en,(die) head injury,,
betreten,Szene 3: Sie betreten das Museum.,en,"enter, go into, walk into",,
verkehr,…der Innenstadt ist viel Verkehr.,en,"traffic, transportation",,
innenstadt,In der Innenstadt ist viel Verkehr.,en,"(die) downtown, commercial center of a city, center of a town, city center",,
gehirnerschütterung,Der Mann hat eine Gehirnerschütterung.,en,(brain) concussion,,
zeuge,…Ein Zeuge hat zwei Personen gesehen:…,en,"(der)  n. witness, onlooker, bystander;",,
hinterlasse,"Nein, ich hinterlasse keine Nachricht.",en,Leave behind,,
meldet,Wieder meldet sich nur die Mailbox.,en,"(er/sie/es) v.  notify, inform, tell, communicate information to (especially officially)",,
herumstehen,Sie will nicht mehr herumstehen und warten.,en,stand around,,
überfall,War Thomas bei dem Überfall dabei,en,"(der) inroad, attack, intrusion, assault, invasion; raid; robbery, theft",,
siegelwachs,"…schreiben kann, Tintenfässer, Federhalter, Siegelwachs und ein Mikroskop.",en,sealing wax,,
möglichen,...Geldkassette auf mit allem möglichen Krimskrams.,en,adj.  possible; reachable,,
vollgehäuft,Er war vollgehäuft mit allen möglichen Sachen-…,en,"heaped, full of /",,
tintenfässer,"…man etwas schreiben kann, Tintenfässer, Federhalter, Siegelwachs und ein…",en,Inkwells,,
federhalter,"…etwas schreiben kann, Tintenfässer, Federhalter, Siegelwachs und ein Mikroskop.",en,fountain pen,,
auffiel,"…was Polly als allererstes auffiel, war ein leuchtendrotes hölzernes…",en,noticed,,
ringen,…hölzernes Tablett mit einigen Ringen darauf.,en,"n. wrestling, struggle, rings",,
jeweils,Jeweils acht Zimmer haben eine…,en,"adv.  each time, every time; each, every one",,
hingucken,"…so, daß man einfach hingucken mußte.",en,"glance, look, gaze, watch",,
funkelten,"…völlig normal, aber sie funkelten so, daß man einfach…",en,"v. flame, shine, flash, glint, glitter, sparkle, twinkle, scintillate",,
schillerten,"Sie schimmerten und schillerten und waren so wunderschön,…",en,shimmered,,
hauchzartes,"…hören: ein leises, ganz hauchzartes Summen.",en,very delicate,,
weilchen,Doch nach einem Weilchen war da noch ein…,en,little while,,
summen,"…ein leises, ganz hauchzartes Summen.",en,"buzz or drone, total sum",,
betrieb,"…weg sei einer in Betrieb- ein paar Zimmer weiter,…",en,"(der) company, business, operation",,
empört,…gräßliches Loch!“ protestierte Polly empört.,en,"outraged, shocked",,
verwettet,"...Meggie hätte einiges darauf verwettet, dass sie sich auch...",en,"заключать пари, делать ставку",,
beziehungsweise,Beziehungsweise würde es sich vielleicht…,en,"respectively, correspondingly, relatively; separately, individually, singly",,
strich,…Du meine Güte.« Staubfinger strich sich das tropfnasse Haar…,en,"v. prät. 1. ходити; блукати; кружляти (навколо когось, чогось)
2. 	тягтися; простягатися; пролягати; сягати;
3. намащувати; замащувати; фарбувати;
4. гладити (рукою); проводити (по чомусь);
5. змахнути; прибрати; викреслювати;
6. спускати; опускати",,
stehimbisse,"…kleine Eiscafés, Bars und Stehimbisse.",en,Drink receptions,,
gering,"…achten, die Kosten möglichst gering zu halten, denn alles,",en,"insignificant, unimportant",,
schlag,Da kriegt Paul einen Schlag in den Rücken.,en,"blow, strike, hit, punch",,
anschlüsse,"In den Zimmern sind Anschlüsse für Telefon, Rundfunk und…",en,"(der, -:e) n. pl. connections",,
einzahlen,…Tageseinnahmen auf sein Konto einzahlen.,en,"v.  pay in, deposit",,
wahrheit,"...erzählt, das war die Wahrheit.",en,(die) Truth,,
winkt,Jetzt winkt sie Heidi zu sich,en,"wave, beckon, signal, gesture, hail, greet",,
benutzt,...wie die neuen Wörter benutzt werden.,en,"(er/sie/es) uses, utilizes",,
annehmen,...die nicht recht Gestalt annehmen wollte.,en,"accept, receive, agree; guess, suppose,",,
fall,"...noch, er kann jeden Fall sofort lösen?""",en,"(der) case, instance",,
wirf,Aber wirf die Schalen nicht zu...,en,Throw,,
aufregend,"Das ist aber aufregend“, sagt Clara.",uk,захоплююче,,
riesiger,...Schloss sieht wie ein riesiger Geburtstagskuchen aus.,uk,"велетенський, гігантський",,
verrückt,Bist du verrückt?,en,"(adj) crazy, insane (adv) crazily",,
starke,"...Tür stehen zwei große, starke Männer in schwarzen Anzügen.",en,strong,,
verzeihen,"…konnte sich selbst nicht verzeihen, dass sie Maria nicht…",en,"forgive, pardon, excuse",,
tätern,…zwei Zeugenaussagen zu den Tätern.,en,offenders,,
spraydose,…Boden steht noch eine Spraydose.,en,"spray can, aerosol",,
präsidium,…erster Arbeitstag im Polizei-präsidium.,en,(das) headquarters,,
werke,Viele Werke der Weltliteratur wurden in…,en,Works,,
abspielen,…kann sich in Hotels abspielen.,en,play back,,
besorgungen,…muss Nina noch einige Besorgungen machen. Dabei hilft ihr…,en,Errands,,
pustet,Das Geburtstagskind pustet die Kerzen aus. Alle…,en,"(er/sie/es) v. präs. puffs, blows",,
würstchen,Es gibt Würstchen mit Kartoffelsalat. Das Essen…,en,(das) small sausage,,
ausgeschenkt,…dem Abendessen wird Sekt ausgeschenkt.,en,"served,   poured out",,
süchtig,sie ist süchtig danach. Deshalb hat sie…,en,"adj.  addicted, devoted to a certain habit",,
geschirrtücher,"…Spaghetti, ihre Kräuterpflanzen, Handtücher, Geschirrtücher. Danach packt ihre Freundin",en,dishtowels,,
handtücher,"Öl, Spaghetti, ihre Kräuterpflanzen, Handtücher, Geschirrtücher. Danach packt ihre…",en,Towels,,
wiese,…als erstes in die Wiese und in die Sonne.…,en,"(die) meadow, grassy area",,
verfasste,Ernest Hemingway verfasste im Hotel Riviera in…,en,"write, draw up",,
grundlagen,…Jahre lernt sie die Grundlagen ihres,en,"(die) basis, foundation",,
schulfach,…mehr als nur ein Schulfach,en,(das) school subject,,
fachhochschule,"…an einer Universität, einer Fachhochschule oder einer Hochschule.",en,university of applied sciences,,
studienbereichs,…sie die Grundlagen ihres Studienbereichs.,en,field of study,,
vertieft,"…Bachelor-Kurs gelernt hat, vertieft.",en,"past partizip= deepened absorbed, engrossed preoccupied                         3rd person present = deepen intensify depress",,
entscheidet,"Anna entscheidet sich dafür, ein duales…",en,"decide, make a decision, rule, find, choose, make up one's mind",,
ausbildungsbetrieb,…bestimmten Tagen in einem Ausbildungsbetrieb arbeitet und an den…,en,training company,,
abzuschließen,"…dafür, ein duales Studium abzuschließen.",en,"v.  lock, latch, shut, close; accomplish, finalize, end, sum up, complete",,
urkunde,"…besteht, bekommt sie eine Urkunde.",en,"(die) document, certificate",,
einschreiben,…in den Master-Lehrgang Einschreiben.,en,"enroll, register, sign up, join up, enter one's name on a list",,
lehrgang,…Anna in den Master-Lehrgang Einschreiben.,en,course of studies,,
blühen,…Gärten vor den Häusern blühen bunte Blumen.,en,"bloom, blossom, sprout and grow; produce blossoms;",,
kuschel,Mach's dir bequem und kuschel dich ein.,en,"cuddle, snuggle",,
klopft,...geht zu Stefan. Dort klopft er an sein Fenster...,en,"(er/sie/es) v. beats, hammers, bangs",,
wartebereich,Draußen im Wartebereich sitzt eine junge Frau.,en,waiting area,,
einfällt,"…an, wenn Ihnen etwas einfällt.",en,"breaks in, idea, occur to",,
angemeldet,…Sie schon bei mir angemeldet.“,en,"signed up, logged on",,
phantombild,Kapitel 7: Das Phantombild,en,(das) facial composite,,
personenfahndung,Personenfahndung:,en,wanted person,,
körperverletzung,Raubüberfall mit Körperverletzung,en,"physical injury, bodily harm",,
tatverdächtige,"…haben, ist auch die Tatverdächtige nicht weit, richtig?“, fragt…",en,Suspects,,
theke,…ein Glas auf der Theke ab.,en,"counter, bar",,
geschlecht,Geschlecht: weiblich,en,(das) gender,,
telefonat,…seiner Chefin von dem Telefonat.,en,"(das) n. phone call, conversation by telephone, telephone chat",,
schimpfen,"Paul hört eine Frau schimpfen:„ He, was soll das?“,…",en,"affront, insult, offend, inveigh, attack with words",,
lager,Meine Jacke ist im Lager.“,en,(das) storehouse; lair; camp,,
leihe,…Ich folge der Frau. Leihe mir dein Fahrrad. Handy…,en,"lend, loan; borrow",,
stadthaus,"…anderen Seite, hinter dem Stadthaus.",en,(das) townhouse,,
ortungsfunktion,Hoffentlich hat sie die Ortungsfunktion eingeschaltet.“,en,location function,,
eingeschaltet,…hat sie die Ortungsfunktion eingeschaltet.“,en,"on, activated, turned on, switched on",,
schalte,…dich über das Handy. Schalte die Ortungsfunktion ein. Sei…,en,"switch, turn on,",,
einsatz,"Einsatz in der Innenstadt, wie…",en,"employment of use, deployment, commitment, mission",,
schaltet,Lina Lindberg schaltet das Handy auf laut.,en,"turn on, switch on",,
erreichbar,…der SpuSi sind auch erreichbar.,en,"reachable, achievable, attainable",,
erledigen,…an den Computern und erledigen ihre Schreibarbeiten.,en,take care of,,
ehrengäste,Die Ehrengäste von der Polizei bekommen…,en,guests of honor,,
lautstärke,"…Wälder gehe, über die Lautstärke des Vogelgesangs.",en,"nf.  volume, loudness, nosiness",,
lerche,"…bezieht sich auf die Lerche, die minutenlang ihren Gesang…",uk,жайворонок,,
funk,…einen Geräuschearchiv hier im Funk.,en,"radio, wireless",,
nachtigall,"Zum Beispiel eine Nachtigall, die höre ich über…",uk,соловейко,,
unterbrechen,…ohne den Gesang zu unterbrechen.,en,"discontinue, interrupt, stop, cease",,
bezieht,"Die zweite Frage bezieht sich auf die Lerche,…",en,"attribute, ascribe to; credit with",,
genf,Mein Vater ist in Genf.,en,(das) Geneva,,
durchgehend,…Vögel so laut und durchgehend singen,en,"non-stop, consecutively",,
fleißig,Sie lernen fleißig und sind gut in...,en,"adj.  assiduous, diligent, hard-working, persevering, engaged, industrious; laboriously; assiduously, diligently, persistently",,
verlobte,Noch am gleichen Tag verlobte sich Baron Innstetten mit...,en,"engaged, betrothed",,
kommilitonen,"Meine Kommilitonen sind nett, aber die…",en,(der) fellow students,,
nachmachen,…verstehen und- eines Tages- nachmachen können.,en,"v. imitate, mimic, copy",,
leichen,"Ich seziere Leichen, Tag und Nacht.",en,"dead body, corpse",,
seziere,"Ich seziere Leichen, Tag und Nacht.",en,dissect,,
briefe,"...liegen Papier, Umschläge und Briefe.",en,"(der) letter, written communication",,
stolperte,...Langeweile aus – und manchmal stolperte man über sie.,en,stumbled,,
gemeinen,…schlecht geworden bei dieser gemeinen Erpressung.,en,"1. mean, base, nasty, cruel, wicked, vile, vicious, ugly, rotten, awful
2. common",,
alpträumen,…einmal in seinen schlimmsten Alpträumen.,en,nightmares,,
aufregt,"…kann, wenn sie sich aufregt.“ Digory sagte später, ihm…",en,"excite, annoy, irritate",,
jahrhundertwende,"Ein Bau aus der Jahrhundertwende 1 mit großem Park,…",en,turn of the century,,
stadtrundgang,Nach einem Stadtrundgang lädt er sie in…,en,City tour,,
aufgaben,…Ordnungsamtes haben viele verschiedene Aufgaben.,en,"(die) Tasks, responsibilites",,
begleite,"…Los, ich begleite dich zu deinem Zimmer.",en,"accompany, go along with, go together with, escort",,
hantiert,"…Idee“, antwortet Karolin und hantiert mit der Magnetkarte an…",en,"(er/sie/es) v. präs. is busy with; handles, treats",,
benützen,…kann ich das Fitnesscenter benützen?“ fragt Karo ihren Onkel.,en,"v. use, utilise, take advantage of",,
mollige,"…Elfriede, eine blonde, etwas mollige Dame von etwa 50…",en,"пухлый (употр. по отношению к лицам женского пола)
нежный на ощупь; мягкий, приятный (на ощупь);
полный, толстенький, пышнотелый;
тёплый, удобный ,уютный;",,
spiegelei,"…verschiedene Brot- und Brötchensorten, Spiegelei und Rührei, Wurst und…",en,(das) fried egg,,
schwindelig,…Zimmer ist Karolin etwas schwindelig'•„ Das war wohl der…,en,"adj. dizzy, giddy",,
gedeckt,"Das Frühstücksbüffet ist reich gedeckt: verschiedene Brot- und Brötchensorten,…",en,set; covered; protected,,
schminken,"…Ich soll mich nicht schminken, hat Mama gesagt.",en,"make up, put on cosmetics",,
lippenstift,"Ach was, ein bisschen Lippenstift und blauer Lidschatten kann…",en,(der) lipstick,,
lidschatten,…bisschen Lippenstift und blauer Lidschatten kann nicht schaden.,en,eye shadow,,
schaust,Wohin gehst du? Warum schaust du so ängstlich?”,en,"look, gaze, watch, view, observe, see, behold",,
gelungener,…See. Es war ein gelungener Urlaub.,en,successful,,
preiswert,…Sie sind oft sehr preiswert.,en,"cheap, inexpensive, reasonably priced",,
herausgesucht,…einige Wandervorschläge für Tom herausgesucht.,en,"to choose, to select, to pick out",,
hierhergezogen,…ist vor einigen Monaten hierhergezogen.,en,moved (to) here,,
nickt,Der Alte nickt mit dem Kopf und...,en,(er/sie/es) v. präs. nods,,
fremdling,Kapitel1. Ein Fremdling in Nürnberg,en,"(der) alien, stranger",,
